template,count,first_seen,last_seen,sample
Slow response detected endpoint=/api/cart latency=1581ms,1,2026-06-01T21:33:00.820Z,2026-06-01T21:33:00.820Z,Slow response detected endpoint=/api/cart latency=1581ms
Health check response time elevated endpoint=/health latency=168ms,1,2026-06-01T21:33:08.583Z,2026-06-01T21:33:08.583Z,Health check response time elevated endpoint=/health latency=168ms
Slow response detected endpoint=/api/cart latency=2285ms,1,2026-06-01T21:33:16.429Z,2026-06-01T21:33:16.429Z,Slow response detected endpoint=/api/cart latency=2285ms
Slow response detected endpoint=/api/cart latency=1619ms,1,2026-06-01T21:33:18.010Z,2026-06-01T21:33:18.010Z,Slow response detected endpoint=/api/cart latency=1619ms
Slow response detected endpoint=/api/cart latency=2035ms,1,2026-06-01T21:33:48.502Z,2026-06-01T21:33:48.502Z,Slow response detected endpoint=/api/cart latency=2035ms
Slow response detected endpoint=/api/cart latency=2757ms,1,2026-06-01T21:34:00.525Z,2026-06-01T21:34:00.525Z,Slow response detected endpoint=/api/cart latency=2757ms
Slow response detected endpoint=/api/cart latency=2830ms,1,2026-06-01T21:34:51.971Z,2026-06-01T21:34:51.971Z,Slow response detected endpoint=/api/cart latency=2830ms
Slow response detected endpoint=/api/cart latency=3000ms,1,2026-06-01T21:38:30.539Z,2026-06-01T21:38:30.539Z,Slow response detected endpoint=/api/cart latency=3000ms
Slow response detected endpoint=/api/cart latency=2494ms,1,2026-06-01T21:38:39.845Z,2026-06-01T21:38:39.845Z,Slow response detected endpoint=/api/cart latency=2494ms
Slow response detected endpoint=/api/cart latency=1494ms,1,2026-06-01T21:39:19.598Z,2026-06-01T21:39:19.598Z,Slow response detected endpoint=/api/cart latency=1494ms
Slow response detected endpoint=/api/cart latency=1219ms,1,2026-06-01T21:40:47.827Z,2026-06-01T21:40:47.827Z,Slow response detected endpoint=/api/cart latency=1219ms
Slow response detected endpoint=/api/cart latency=2700ms,1,2026-06-01T21:41:49.789Z,2026-06-01T21:41:49.789Z,Slow response detected endpoint=/api/cart latency=2700ms
Slow response detected endpoint=/api/cart latency=2065ms,1,2026-06-01T21:42:08.252Z,2026-06-01T21:42:08.252Z,Slow response detected endpoint=/api/cart latency=2065ms
Slow response detected endpoint=/api/cart latency=2628ms,1,2026-06-01T21:43:27.967Z,2026-06-01T21:43:27.967Z,Slow response detected endpoint=/api/cart latency=2628ms
Slow response detected endpoint=/api/cart latency=1968ms,1,2026-06-01T21:43:38.328Z,2026-06-01T21:43:38.328Z,Slow response detected endpoint=/api/cart latency=1968ms
Slow response detected endpoint=/api/cart latency=2674ms,1,2026-06-01T21:44:19.715Z,2026-06-01T21:44:19.715Z,Slow response detected endpoint=/api/cart latency=2674ms
Slow response detected endpoint=/api/cart latency=2282ms,1,2026-06-01T21:44:20.685Z,2026-06-01T21:44:20.685Z,Slow response detected endpoint=/api/cart latency=2282ms
Slow response detected endpoint=/api/cart latency=822ms,1,2026-06-01T21:44:30.083Z,2026-06-01T21:44:30.083Z,Slow response detected endpoint=/api/cart latency=822ms
Slow response detected endpoint=/api/cart latency=2311ms,1,2026-06-01T21:44:50.447Z,2026-06-01T21:44:50.447Z,Slow response detected endpoint=/api/cart latency=2311ms
Slow response detected endpoint=/api/cart latency=604ms,1,2026-06-01T21:46:01.761Z,2026-06-01T21:46:01.761Z,Slow response detected endpoint=/api/cart latency=604ms
Slow response detected endpoint=/api/cart latency=950ms,1,2026-06-01T21:46:46.131Z,2026-06-01T21:46:46.131Z,Slow response detected endpoint=/api/cart latency=950ms
GC overhead limit warning: pause=267ms heap=<num>%,1,2026-06-01T21:47:19.248Z,2026-06-01T21:47:19.248Z,GC overhead limit warning: pause=267ms heap=93%
Slow response detected endpoint=/api/cart latency=2678ms,1,2026-06-01T21:48:36.676Z,2026-06-01T21:48:36.676Z,Slow response detected endpoint=/api/cart latency=2678ms
Slow response detected endpoint=/api/cart latency=1345ms,1,2026-06-01T21:49:08.048Z,2026-06-01T21:49:08.048Z,Slow response detected endpoint=/api/cart latency=1345ms
Slow response detected endpoint=/api/cart latency=1344ms,1,2026-06-01T21:49:41.883Z,2026-06-01T21:49:41.883Z,Slow response detected endpoint=/api/cart latency=1344ms
Slow response detected endpoint=/api/cart latency=811ms,1,2026-06-01T21:50:52.469Z,2026-06-01T21:50:52.469Z,Slow response detected endpoint=/api/cart latency=811ms
Slow response detected endpoint=/api/cart latency=2655ms,1,2026-06-01T21:51:38.754Z,2026-06-01T21:51:38.754Z,Slow response detected endpoint=/api/cart latency=2655ms
Slow response detected endpoint=/api/cart latency=1530ms,1,2026-06-01T21:52:23.273Z,2026-06-01T21:52:23.273Z,Slow response detected endpoint=/api/cart latency=1530ms
Slow response detected endpoint=/api/cart latency=1168ms,1,2026-06-01T21:53:24.393Z,2026-06-01T21:53:24.393Z,Slow response detected endpoint=/api/cart latency=1168ms
Slow response detected endpoint=/api/cart latency=1965ms,1,2026-06-01T21:54:41.105Z,2026-06-01T21:54:41.105Z,Slow response detected endpoint=/api/cart latency=1965ms
Slow response detected endpoint=/api/cart latency=2275ms,1,2026-06-01T21:54:42.622Z,2026-06-01T21:54:42.622Z,Slow response detected endpoint=/api/cart latency=2275ms
Slow response detected endpoint=/api/cart latency=705ms,1,2026-06-01T21:54:49.581Z,2026-06-01T21:54:49.581Z,Slow response detected endpoint=/api/cart latency=705ms
Slow response detected endpoint=/api/cart latency=1336ms,1,2026-06-01T21:54:55.281Z,2026-06-01T21:54:55.281Z,Slow response detected endpoint=/api/cart latency=1336ms
Slow response detected endpoint=/api/cart latency=2944ms,1,2026-06-01T21:55:01.905Z,2026-06-01T21:55:01.905Z,Slow response detected endpoint=/api/cart latency=2944ms
Slow response detected endpoint=/api/cart latency=2464ms,1,2026-06-01T21:55:45.651Z,2026-06-01T21:55:45.651Z,Slow response detected endpoint=/api/cart latency=2464ms
Slow response detected endpoint=/api/cart latency=2445ms,1,2026-06-01T21:57:40.607Z,2026-06-01T21:57:40.607Z,Slow response detected endpoint=/api/cart latency=2445ms
Slow response detected endpoint=/api/cart latency=2045ms,1,2026-06-01T21:57:45.430Z,2026-06-01T21:57:45.430Z,Slow response detected endpoint=/api/cart latency=2045ms
Slow response detected endpoint=/api/cart latency=2936ms,1,2026-06-01T21:57:56.686Z,2026-06-01T21:57:56.686Z,Slow response detected endpoint=/api/cart latency=2936ms
GC overhead limit warning: pause=210ms heap=<num>%,1,2026-06-01T22:00:33.853Z,2026-06-01T22:00:33.853Z,GC overhead limit warning: pause=210ms heap=96%
Slow response detected endpoint=/api/cart latency=2755ms,1,2026-06-01T22:01:50.729Z,2026-06-01T22:01:50.729Z,Slow response detected endpoint=/api/cart latency=2755ms
Slow response detected endpoint=/api/cart latency=1112ms,1,2026-06-01T22:02:36.840Z,2026-06-01T22:02:36.840Z,Slow response detected endpoint=/api/cart latency=1112ms
Slow response detected endpoint=/api/cart latency=2086ms,1,2026-06-01T22:02:49.845Z,2026-06-01T22:02:49.845Z,Slow response detected endpoint=/api/cart latency=2086ms
Slow response detected endpoint=/api/cart latency=2176ms,1,2026-06-01T22:02:51.724Z,2026-06-01T22:02:51.724Z,Slow response detected endpoint=/api/cart latency=2176ms
Slow response detected endpoint=/api/cart latency=554ms,1,2026-06-01T22:07:07.987Z,2026-06-01T22:07:07.987Z,Slow response detected endpoint=/api/cart latency=554ms
Slow response detected endpoint=/api/cart latency=1853ms,1,2026-06-01T22:07:31.067Z,2026-06-01T22:07:31.067Z,Slow response detected endpoint=/api/cart latency=1853ms
Slow response detected endpoint=/api/cart latency=2870ms,1,2026-06-01T22:08:31.921Z,2026-06-01T22:08:31.921Z,Slow response detected endpoint=/api/cart latency=2870ms
Slow response detected endpoint=/api/cart latency=2934ms,1,2026-06-01T22:08:46.054Z,2026-06-01T22:08:46.054Z,Slow response detected endpoint=/api/cart latency=2934ms
GC overhead limit warning: pause=620ms heap=<num>%,1,2026-06-01T22:09:11.015Z,2026-06-01T22:09:11.015Z,GC overhead limit warning: pause=620ms heap=95%
Slow response detected endpoint=/api/cart latency=2298ms,1,2026-06-01T22:09:23.661Z,2026-06-01T22:09:23.661Z,Slow response detected endpoint=/api/cart latency=2298ms
Slow response detected endpoint=/api/cart latency=2530ms,1,2026-06-01T22:10:16.915Z,2026-06-01T22:10:16.915Z,Slow response detected endpoint=/api/cart latency=2530ms
Slow response detected endpoint=/api/cart latency=598ms,1,2026-06-01T22:10:24.458Z,2026-06-01T22:10:24.458Z,Slow response detected endpoint=/api/cart latency=598ms
Slow response detected endpoint=/api/cart latency=1277ms,1,2026-06-01T22:10:47.506Z,2026-06-01T22:10:47.506Z,Slow response detected endpoint=/api/cart latency=1277ms
Slow response detected endpoint=/api/cart latency=746ms,1,2026-06-01T22:11:43.870Z,2026-06-01T22:11:43.870Z,Slow response detected endpoint=/api/cart latency=746ms
Slow response detected endpoint=/api/cart latency=1899ms,1,2026-06-01T22:11:44.710Z,2026-06-01T22:11:44.710Z,Slow response detected endpoint=/api/cart latency=1899ms
Slow response detected endpoint=/api/cart latency=2860ms,1,2026-06-01T22:12:01.018Z,2026-06-01T22:12:01.018Z,Slow response detected endpoint=/api/cart latency=2860ms
Slow response detected endpoint=/api/cart latency=2244ms,1,2026-06-01T22:12:39.063Z,2026-06-01T22:12:39.063Z,Slow response detected endpoint=/api/cart latency=2244ms
Slow response detected endpoint=/api/cart latency=2423ms,1,2026-06-01T22:13:27.243Z,2026-06-01T22:13:27.243Z,Slow response detected endpoint=/api/cart latency=2423ms
Slow response detected endpoint=/api/cart latency=1230ms,1,2026-06-01T22:13:41.648Z,2026-06-01T22:13:41.648Z,Slow response detected endpoint=/api/cart latency=1230ms
Slow response detected endpoint=/api/cart latency=2259ms,1,2026-06-01T22:13:46.842Z,2026-06-01T22:13:46.842Z,Slow response detected endpoint=/api/cart latency=2259ms
Slow response detected endpoint=/api/cart latency=1114ms,1,2026-06-01T22:13:47.857Z,2026-06-01T22:13:47.857Z,Slow response detected endpoint=/api/cart latency=1114ms
Slow response detected endpoint=/api/cart latency=2909ms,1,2026-06-01T22:14:17.935Z,2026-06-01T22:14:17.935Z,Slow response detected endpoint=/api/cart latency=2909ms
Slow response detected endpoint=/api/cart latency=521ms,1,2026-06-01T22:14:32.422Z,2026-06-01T22:14:32.422Z,Slow response detected endpoint=/api/cart latency=521ms
GC overhead limit warning: pause=622ms heap=<num>%,1,2026-06-01T22:15:00.063Z,2026-06-01T22:15:00.063Z,GC overhead limit warning: pause=622ms heap=88%
Slow response detected endpoint=/api/cart latency=1091ms,1,2026-06-01T22:15:34.778Z,2026-06-01T22:15:34.778Z,Slow response detected endpoint=/api/cart latency=1091ms
Slow response detected endpoint=/api/cart latency=1466ms,1,2026-06-01T22:16:49.080Z,2026-06-01T22:16:49.080Z,Slow response detected endpoint=/api/cart latency=1466ms
GC overhead limit warning: pause=538ms heap=<num>%,1,2026-06-01T22:16:53.500Z,2026-06-01T22:16:53.500Z,GC overhead limit warning: pause=538ms heap=87%
Slow response detected endpoint=/api/cart latency=2274ms,1,2026-06-01T22:18:38.616Z,2026-06-01T22:18:38.616Z,Slow response detected endpoint=/api/cart latency=2274ms
Slow response detected endpoint=/api/cart latency=543ms,1,2026-06-01T22:19:58.431Z,2026-06-01T22:19:58.431Z,Slow response detected endpoint=/api/cart latency=543ms
Slow response detected endpoint=/api/cart latency=973ms,1,2026-06-01T22:20:15.168Z,2026-06-01T22:20:15.168Z,Slow response detected endpoint=/api/cart latency=973ms
Slow response detected endpoint=/api/cart latency=2092ms,1,2026-06-01T22:20:57.897Z,2026-06-01T22:20:57.897Z,Slow response detected endpoint=/api/cart latency=2092ms
Slow response detected endpoint=/api/cart latency=1517ms,1,2026-06-01T22:21:01.582Z,2026-06-01T22:21:01.582Z,Slow response detected endpoint=/api/cart latency=1517ms
Slow response detected endpoint=/api/cart latency=1125ms,1,2026-06-01T22:21:02.581Z,2026-06-01T22:21:02.581Z,Slow response detected endpoint=/api/cart latency=1125ms
Slow response detected endpoint=/api/cart latency=569ms,1,2026-06-01T22:21:16.535Z,2026-06-01T22:21:16.535Z,Slow response detected endpoint=/api/cart latency=569ms
Slow response detected endpoint=/api/cart latency=2340ms,1,2026-06-01T22:21:56.981Z,2026-06-01T22:21:56.981Z,Slow response detected endpoint=/api/cart latency=2340ms
Slow response detected endpoint=/api/cart latency=597ms,1,2026-06-01T22:23:09.470Z,2026-06-01T22:23:09.470Z,Slow response detected endpoint=/api/cart latency=597ms
Slow response detected endpoint=/api/cart latency=695ms,1,2026-06-01T22:23:24.394Z,2026-06-01T22:23:24.394Z,Slow response detected endpoint=/api/cart latency=695ms
Slow response detected endpoint=/api/cart latency=2877ms,1,2026-06-01T22:23:31.259Z,2026-06-01T22:23:31.259Z,Slow response detected endpoint=/api/cart latency=2877ms
Slow response detected endpoint=/api/cart latency=2321ms,1,2026-06-01T22:23:47.620Z,2026-06-01T22:23:47.620Z,Slow response detected endpoint=/api/cart latency=2321ms
Slow response detected endpoint=/api/cart latency=537ms,1,2026-06-01T22:24:06.151Z,2026-06-01T22:24:06.151Z,Slow response detected endpoint=/api/cart latency=537ms
Slow response detected endpoint=/api/cart latency=2675ms,1,2026-06-01T22:24:22.865Z,2026-06-01T22:24:22.865Z,Slow response detected endpoint=/api/cart latency=2675ms
Slow response detected endpoint=/api/cart latency=1820ms,1,2026-06-01T22:25:58.093Z,2026-06-01T22:25:58.093Z,Slow response detected endpoint=/api/cart latency=1820ms
Slow response detected endpoint=/api/cart latency=898ms,1,2026-06-01T22:27:32.297Z,2026-06-01T22:27:32.297Z,Slow response detected endpoint=/api/cart latency=898ms
Slow response detected endpoint=/api/cart latency=1758ms,1,2026-06-01T22:28:16.757Z,2026-06-01T22:28:16.757Z,Slow response detected endpoint=/api/cart latency=1758ms
Slow response detected endpoint=/api/cart latency=2100ms,1,2026-06-01T22:28:22.915Z,2026-06-01T22:28:22.915Z,Slow response detected endpoint=/api/cart latency=2100ms
Slow response detected endpoint=/api/cart latency=517ms,1,2026-06-01T22:31:45.141Z,2026-06-01T22:31:45.141Z,Slow response detected endpoint=/api/cart latency=517ms
Slow response detected endpoint=/api/cart latency=2684ms,1,2026-06-01T22:33:05.762Z,2026-06-01T22:33:05.762Z,Slow response detected endpoint=/api/cart latency=2684ms
Slow response detected endpoint=/api/cart latency=610ms,1,2026-06-01T22:34:26.459Z,2026-06-01T22:34:26.459Z,Slow response detected endpoint=/api/cart latency=610ms
GC overhead limit warning: pause=679ms heap=<num>%,1,2026-06-01T22:35:21.107Z,2026-06-01T22:35:21.107Z,GC overhead limit warning: pause=679ms heap=93%
Slow response detected endpoint=/api/cart latency=2796ms,1,2026-06-01T22:35:32.716Z,2026-06-01T22:35:32.716Z,Slow response detected endpoint=/api/cart latency=2796ms
Slow response detected endpoint=/api/cart latency=895ms,1,2026-06-01T22:35:52.636Z,2026-06-01T22:35:52.636Z,Slow response detected endpoint=/api/cart latency=895ms
Slow response detected endpoint=/api/cart latency=2458ms,1,2026-06-01T22:35:57.432Z,2026-06-01T22:35:57.432Z,Slow response detected endpoint=/api/cart latency=2458ms
GC overhead limit warning: pause=731ms heap=<num>%,1,2026-06-01T22:36:03.309Z,2026-06-01T22:36:03.309Z,GC overhead limit warning: pause=731ms heap=86%
Slow response detected endpoint=/api/cart latency=1189ms,1,2026-06-01T22:36:06.159Z,2026-06-01T22:36:06.159Z,Slow response detected endpoint=/api/cart latency=1189ms
Slow response detected endpoint=/api/cart latency=754ms,1,2026-06-01T22:36:23.297Z,2026-06-01T22:36:23.297Z,Slow response detected endpoint=/api/cart latency=754ms
Slow response detected endpoint=/api/cart latency=1558ms,1,2026-06-01T22:36:32.299Z,2026-06-01T22:36:32.299Z,Slow response detected endpoint=/api/cart latency=1558ms
Slow response detected endpoint=/api/cart latency=1817ms,1,2026-06-01T22:36:53.526Z,2026-06-01T22:36:53.526Z,Slow response detected endpoint=/api/cart latency=1817ms
Slow response detected endpoint=/api/cart latency=1741ms,1,2026-06-01T22:37:37.945Z,2026-06-01T22:37:37.945Z,Slow response detected endpoint=/api/cart latency=1741ms
Slow response detected endpoint=/api/cart latency=540ms,1,2026-06-01T22:38:35.004Z,2026-06-01T22:38:35.004Z,Slow response detected endpoint=/api/cart latency=540ms
Slow response detected endpoint=/api/cart latency=1060ms,1,2026-06-01T22:38:50.382Z,2026-06-01T22:38:50.382Z,Slow response detected endpoint=/api/cart latency=1060ms
Slow response detected endpoint=/api/cart latency=2972ms,1,2026-06-01T22:39:03.362Z,2026-06-01T22:39:03.362Z,Slow response detected endpoint=/api/cart latency=2972ms
Slow response detected endpoint=/api/cart latency=757ms,1,2026-06-01T22:40:35.715Z,2026-06-01T22:40:35.715Z,Slow response detected endpoint=/api/cart latency=757ms
GC overhead limit warning: pause=239ms heap=<num>%,1,2026-06-01T22:40:41.555Z,2026-06-01T22:40:41.555Z,GC overhead limit warning: pause=239ms heap=91%
Slow response detected endpoint=/api/cart latency=2772ms,1,2026-06-01T22:42:40.953Z,2026-06-01T22:42:40.953Z,Slow response detected endpoint=/api/cart latency=2772ms
Slow response detected endpoint=/api/cart latency=740ms,1,2026-06-01T22:42:48.225Z,2026-06-01T22:42:48.225Z,Slow response detected endpoint=/api/cart latency=740ms
Slow response detected endpoint=/api/cart latency=2522ms,1,2026-06-01T22:43:43.441Z,2026-06-01T22:43:43.441Z,Slow response detected endpoint=/api/cart latency=2522ms
Slow response detected endpoint=/api/cart latency=1207ms,1,2026-06-01T22:45:02.434Z,2026-06-01T22:45:02.434Z,Slow response detected endpoint=/api/cart latency=1207ms
Slow response detected endpoint=/api/cart latency=2438ms,1,2026-06-01T22:45:16.582Z,2026-06-01T22:45:16.582Z,Slow response detected endpoint=/api/cart latency=2438ms
